Price,Type,Parking Spaces,Land Size,Building Size,Architecture Style,Bedrooms,Bathrooms,Livingrooms,Basements,State
1750.0,Townhouse,0.0,396.59,97.55,New Traditional,2.0,1.0,1.0,0.0,Texas
2300.0,House,0.0,534.19,161.37,Other,4.0,2.0,1.0,0.0,Texas
1600.0,Apartment,0.0,668.44,74.32,Other,1.0,1.0,1.0,0.0,Florida
1800.0,House,0.0,1072.42,138.24,New Traditional,3.0,2.0,1.0,0.0,Texas
2300.0,House,0.0,817.47,95.5,Other,3.0,2.0,1.0,0.0,Texas
2395.0,House,0.0,700.11,242.38,New Traditional,3.0,3.0,1.0,0.0,Texas
1945.0,House,0.0,696.06,121.7,Other,4.0,2.0,1.0,0.0,Texas
2300.0,House,0.0,518.0,181.07,Other,4.0,2.0,1.0,0.0,Texas
3749.0,House,0.0,849.84,366.69,Other,4.0,4.0,1.0,0.0,Texas
1975.0,Townhouse,0.0,570.61,143.16,New Traditional,3.0,2.0,1.0,0.0,Texas
1950.0,House,0.0,437.06,139.35,New Traditional,2.0,2.0,1.0,0.0,South Carolina
3650.0,Townhouse,0.0,530.14,210.05,Other,3.0,3.0,1.0,0.0,Texas
1475.0,Townhouse,0.0,392.55,83.24,Other,3.0,3.0,1.0,0.0,Texas
2150.0,House,0.0,566.56,143.16,New Traditional,3.0,3.0,1.0,0.0,Texas
1600.0,Apartment,0.0,26774.03,103.12,New Traditional,2.0,2.0,1.0,0.0,Texas
1895.0,Townhouse,0.0,959.11,117.99,New Traditional,3.0,2.0,1.0,0.0,Texas
1995.0,House,0.0,566.56,120.03,New Traditional,3.0,2.0,1.0,0.0,Texas
2800.0,House,0.0,534.19,255.67,New Traditional,4.0,3.0,1.0,0.0,Texas
2500.0,House,0.0,526.09,203.74,Other,4.0,3.0,1.0,0.0,Texas
2500.0,House,0.0,4411.08,145.67,Other,3.0,2.0,1.0,0.0,Texas
1495.0,House,0.0,934.82,145.49,Other,4.0,2.0,1.0,0.0,Texas
1300.0,Townhouse,0.0,710.22,65.03,New Traditional,2.0,1.0,1.0,0.0,Texas
3300.0,House,0.0,809.37,267.56,Other,4.0,3.0,1.0,0.0,Texas
1695.0,Townhouse,0.0,299.47,139.73,Other,4.0,3.0,1.0,0.0,Texas
3500.0,House,0.0,497.76,216.84,New Traditional,4.0,3.0,1.0,0.0,Texas
3499.0,House,0.0,809.37,280.1,New Traditional,4.0,4.0,1.0,0.0,Texas
2045.0,House,0.0,667.73,150.97,New Traditional,3.0,2.0,1.0,0.0,Texas
4995.0,House,0.0,894.36,309.18,Other,4.0,4.0,1.0,0.0,Texas
1200.0,Townhouse,0.0,3253.68,60.39,New Traditional,1.0,1.0,1.0,0.0,Texas
1900.0,House,0.0,534.19,149.76,New Traditional,3.0,2.0,1.0,0.0,Tennessee
2700.0,House,0.0,643.45,191.38,Other,4.0,3.0,1.0,0.0,Texas
495.0,Townhouse,0.0,465.39,55.46,Other,1.0,1.0,1.0,0.0,Texas
2600.0,House,0.0,2023.43,213.68,New Traditional,4.0,3.0,1.0,0.0,Texas
2900.0,House,0.0,566.56,193.98,Other,3.0,2.0,1.0,0.0,Texas
1975.0,Townhouse,0.0,668.44,121.05,New Traditional,3.0,2.0,1.0,0.0,Texas
2850.0,House,0.0,80.94,282.89,New Traditional,5.0,3.0,1.0,0.0,Texas
2300.0,House,0.0,586.79,151.62,New Traditional,3.0,2.0,1.0,0.0,Texas
2295.0,House,0.0,744.62,168.71,Other,4.0,3.0,1.0,0.0,Texas
2200.0,House,0.0,538.23,193.24,Other,3.0,2.0,1.0,0.0,Texas
1950.0,House,0.0,619.17,110.83,Other,3.0,2.0,1.0,0.0,Texas
2950.0,House,0.0,4694.36,234.3,Ranch,5.0,3.0,1.0,0.0,Texas
3500.0,Apartment,0.0,1068.37,231.33,Contemporary,2.0,3.0,1.0,0.0,Texas
2400.0,House,0.0,481.58,182.65,New Traditional,4.0,2.0,1.0,0.0,Texas
3650.0,House,0.0,407.52,311.23,New Traditional,4.0,4.0,1.0,0.0,Texas
1850.0,House,0.0,740.58,139.35,Other,3.0,2.0,1.0,0.0,Texas
1750.0,House,0.0,704.15,136.94,Other,3.0,2.0,1.0,0.0,Texas
5450.0,House,0.0,817.47,217.11,Contemporary,4.0,3.0,1.0,0.0,Texas
2600.0,House,0.0,437.06,142.61,Other,4.0,3.0,1.0,0.0,Texas
11.0,Other,0.0,8943.56,133.04,Other,3.0,2.0,1.0,0.0,Tennessee
22.0,Other,0.0,2861.13,133.04,Other,3.0,2.0,1.0,0.0,Tennessee
1635.0,Apartment,0.0,30351.45,73.39,Other,1.0,1.0,1.0,0.0,Kansas
2200.0,Townhouse,0.0,558.47,134.52,Other,3.0,3.0,1.0,0.0,Texas
2095.0,Apartment,0.0,748.67,483.47,Other,1.0,1.0,1.0,0.0,Texas
3100.0,House,0.0,453.25,203.83,Contemporary,4.0,4.0,1.0,0.0,Texas
2700.0,Other,0.0,13880.73,133.04,Other,3.0,2.0,1.0,0.0,Texas
2495.0,House,0.0,959.11,208.29,Other,4.0,3.0,1.0,0.0,Texas
1675.0,Townhouse,0.0,1469.01,98.85,New Traditional,3.0,2.0,1.0,0.0,Texas
2150.0,House,0.0,518.0,150.22,Other,3.0,2.0,1.0,0.0,Texas
1550.0,Apartment,0.0,30351.45,77.76,Other,1.0,1.0,1.0,0.0,Kansas
3000.0,House,0.0,631.31,254.0,New Traditional,4.0,3.0,1.0,0.0,Texas
2500.0,House,0.0,651.54,144.37,Other,4.0,2.0,1.0,0.0,Texas
1450.0,Other,0.0,218.94,133.04,Other,3.0,2.0,1.0,0.0,Texas
1795.0,Apartment,0.0,222.58,88.82,New Traditional,2.0,2.0,1.0,0.0,Texas
1534.0,Other,0.0,14204.48,133.04,Other,3.0,2.0,1.0,0.0,Texas
1575.0,House,0.0,724.39,90.39,Other,3.0,1.0,1.0,0.0,Texas
1325.0,Apartment,0.0,30351.45,63.36,Other,1.0,1.0,1.0,0.0,Kansas
2250.0,House,0.0,1375.93,260.69,Other,4.0,3.0,1.0,0.0,Pennsylvania
565000.0,House,0.0,809.37,222.22,Other,4.0,3.0,1.0,0.0,Pennsylvania
2895.0,House,0.0,80.94,78.78,Other,2.0,1.0,1.0,0.0,Pennsylvania
1400.0,House,0.0,1578.28,329.53,Other,1.0,1.0,1.0,0.0,Pennsylvania
2500.0,Other,2.0,1341.53,92.16,Other,2.0,2.0,1.0,0.0,Arizona
5000.0,House,0.0,364.22,152.45,Ranch,3.0,2.0,1.0,0.0,Florida
13000.0,Other,0.0,668.44,172.8,High Rise,3.0,3.0,1.0,0.0,Florida
2000.0,Other,0.0,809.37,83.61,Other,3.0,1.0,1.0,0.0,Mississippi
1200.0,House,2.0,5665.6,80.27,Other,2.0,1.0,1.0,0.0,Mississippi
4800.0,Other,0.0,687.97,133.04,Other,7.0,6.0,1.0,0.0,Pennsylvania
1750.0,Other,0.0,3237.49,99.22,Other,2.0,1.0,1.0,0.0,Texas
16.0,Other,0.0,8255.59,133.04,Other,3.0,2.0,1.0,0.0,Kansas
1700.0,Townhouse,0.0,668.44,120.03,Other,3.0,2.0,1.0,0.0,Pennsylvania
3400.0,Townhouse,2.0,668.44,107.95,Other,3.0,3.0,1.0,0.0,Virginia
4000.0,House,2.0,283.28,133.04,Other,3.0,3.0,1.0,1.0,Massachusetts
1850.0,Other,0.0,809.37,137.96,Other,3.0,2.0,1.0,0.0,Ohio
2700.0,Townhouse,3.0,445.15,133.04,Other,2.0,1.0,1.0,1.0,New Jersey
3299.0,Townhouse,0.0,242.81,102.19,Other,3.0,2.0,1.0,1.0,Massachusetts
3000.0,Townhouse,0.0,202.34,133.04,Other,4.0,1.0,1.0,0.0,Massachusetts
2800.0,Townhouse,1.0,404.69,133.04,Other,3.0,2.0,1.0,0.0,Massachusetts
1550.0,Townhouse,0.0,687.97,133.04,Other,1.0,1.0,1.0,0.0,New Jersey
3500.0,Townhouse,2.0,283.28,232.26,Other,3.0,3.0,1.0,0.0,New Jersey
4500.0,House,6.0,930.78,256.69,Other,5.0,4.0,1.0,0.0,New Jersey
1800.0,Other,0.0,809.37,139.91,Ranch,3.0,2.0,1.0,0.0,Ohio
3300.0,Townhouse,4.0,687.97,133.04,Other,2.0,2.0,1.0,1.0,Massachusetts
2595.0,Townhouse,2.0,728.43,133.04,Other,3.0,2.0,1.0,1.0,New Jersey
3200.0,House,4.0,1416.4,133.04,Other,3.0,3.0,1.0,0.0,Delaware
1600.0,Other,0.0,4087.33,133.04,Other,3.0,2.0,1.0,1.0,New Jersey
1700.0,Townhouse,2.0,668.44,133.04,Other,3.0,1.0,1.0,1.0,Pennsylvania
2850.0,Apartment,0.0,668.44,133.04,Other,2.0,2.0,1.0,1.0,New Jersey
1875.0,Townhouse,0.0,668.44,133.04,Other,2.0,1.0,1.0,0.0,Massachusetts
3200.0,Townhouse,0.0,668.44,135.64,Other,2.0,3.0,1.0,0.0,Florida
7000.0,Townhouse,0.0,668.44,133.04,Other,3.0,3.0,1.0,0.0,Florida
2300.0,House,0.0,668.44,225.2,Other,4.0,3.0,1.0,0.0,Texas
2195.0,House,0.0,668.44,238.3,Other,4.0,3.0,1.0,0.0,Texas
1995.0,House,0.0,668.44,190.27,Other,4.0,3.0,1.0,0.0,Texas
3500.0,Townhouse,0.0,668.44,133.04,Other,2.0,3.0,1.0,0.0,Florida
2795.0,Other,0.0,202.34,114.18,Other,3.0,2.0,1.0,0.0,Pennsylvania
1800.0,Townhouse,0.0,668.44,92.9,Other,2.0,1.0,1.0,0.0,South Carolina
1550.0,House,0.0,849.84,160.91,Other,3.0,1.0,1.0,0.0,Louisiana
4000.0,Other,0.0,8093.72,133.04,Other,3.0,2.0,1.0,0.0,Pennsylvania
1200.0,Apartment,0.0,668.44,133.04,Other,3.0,1.0,1.0,0.0,New Jersey
30000.0,House,0.0,668.44,133.04,Other,3.0,3.0,1.0,0.0,New Jersey
2300.0,House,0.0,526.09,157.47,Other,3.0,2.0,1.0,0.0,Pennsylvania
2600.0,House,0.0,668.44,55.74,Other,1.0,1.0,1.0,0.0,South Dakota
4800.0,House,0.0,1295.0,331.2,Other,5.0,4.0,1.0,0.0,Pennsylvania
1995.0,House,0.0,668.44,133.04,Other,3.0,2.0,1.0,0.0,Pennsylvania
1700.0,House,0.0,668.44,133.04,Other,1.0,2.0,1.0,0.0,New York
1975.0,House,0.0,668.44,65.03,Other,1.0,1.0,1.0,0.0,New York
2500.0,House,0.0,8093.72,213.68,Other,3.0,2.0,1.0,0.0,Pennsylvania
2400.0,House,0.0,1537.81,123.19,Other,3.0,2.0,1.0,0.0,Pennsylvania
1800.0,House,0.0,283.28,116.13,Bungalow,4.0,1.0,1.0,1.0,Michigan
1695.0,House,0.0,668.44,133.04,Other,2.0,2.0,1.0,0.0,Pennsylvania
3900.0,Apartment,0.0,668.44,235.7,Other,4.0,4.0,1.0,1.0,Michigan
1600.0,House,0.0,668.44,133.04,Other,1.0,1.0,1.0,0.0,South Dakota
4000.0,House,0.0,6110.76,188.04,Bungalow,3.0,3.0,1.0,1.0,Michigan
1565.0,Townhouse,0.0,4330.14,77.11,Other,2.0,1.0,1.0,0.0,Pennsylvania
1199.0,Other,0.0,668.44,133.04,Other,3.0,2.0,1.0,0.0,Pennsylvania
2000.0,House,0.0,668.44,123.19,Ranch,3.0,2.0,1.0,0.0,Louisiana
1900.0,Other,0.0,668.44,133.04,Other,2.0,1.0,1.0,0.0,Pennsylvania
1300.0,Townhouse,0.0,668.44,52.95,Other,1.0,1.0,1.0,0.0,Louisiana
1600.0,House,0.0,1780.62,108.14,Bungalow,3.0,1.0,1.0,0.0,Michigan
1050.0,House,0.0,668.44,96.62,Other,2.0,2.0,1.0,0.0,Louisiana
3600.0,Townhouse,0.0,668.44,133.04,Other,3.0,3.0,1.0,0.0,Pennsylvania
3300.0,Other,0.0,668.44,133.04,Other,2.0,2.0,1.0,0.0,Pennsylvania
2150.0,House,2.0,323.75,138.05,Other,3.0,3.0,1.0,0.0,Nevada
3700.0,Townhouse,0.0,668.44,133.04,Other,2.0,3.0,1.0,0.0,Pennsylvania
3000.0,Apartment,0.0,668.44,133.04,Other,1.0,1.0,1.0,0.0,Pennsylvania
6000.0,Other,0.0,668.44,133.04,Other,3.0,4.0,1.0,0.0,Pennsylvania
2000.0,House,2.0,445.15,157.66,Other,3.0,3.0,1.0,0.0,Nevada
2300.0,Apartment,0.0,668.44,51.1,Bungalow,2.0,1.0,1.0,0.0,New Jersey
2250.0,House,0.0,687.97,187.57,Colonial,4.0,2.0,1.0,0.0,New Jersey
3400.0,Other,0.0,668.44,133.04,Colonial,3.0,2.0,1.0,0.0,New Jersey
2950.0,House,0.0,930.78,133.04,Ranch,3.0,1.0,1.0,0.0,New Jersey
3200.0,Townhouse,0.0,668.44,116.13,Other,2.0,3.0,1.0,0.0,New Jersey
3250.0,House,0.0,1173.59,188.22,Other,5.0,2.0,1.0,0.0,New Jersey
2850.0,Apartment,0.0,80.94,147.9,Other,2.0,2.0,1.0,0.0,New Jersey
2900.0,Apartment,0.0,668.44,139.35,Other,2.0,1.0,1.0,0.0,New Jersey
1100.0,House,0.0,404.69,74.14,Bungalow,3.0,1.0,1.0,0.0,New Jersey
2750.0,House,0.0,404.69,109.63,Other,3.0,2.0,1.0,0.0,New Jersey
1300.0,House,0.0,1375.93,139.35,New Traditional,3.0,1.0,2.0,1.0,Pennsylvania
229900.0,Other,0.0,668.44,185.81,Other,3.0,2.0,1.0,0.0,Wisconsin
2400.0,Other,0.0,2832.8,347.27,Other,3.0,2.0,1.0,0.0,Wisconsin
2200.0,House,0.0,1375.93,169.08,Ranch,3.0,2.0,1.0,0.0,Texas
800.0,Other,0.0,2832.8,47.85,Other,3.0,2.0,1.0,0.0,Pennsylvania
1900.0,House,0.0,1375.93,110.0,Other,3.0,2.0,1.0,0.0,Texas
1200.0,Apartment,0.0,668.44,60.39,Other,2.0,1.0,2.0,0.0,Pennsylvania
2250.0,House,0.0,1982.96,95.88,Other,3.0,2.0,1.0,0.0,Florida
2800.0,House,0.0,1011.72,208.47,Other,4.0,3.0,1.0,0.0,Florida
4495.0,House,2.0,404.69,106.75,Other,3.0,2.0,1.0,0.0,Nevada
1500.0,Apartment,0.0,668.44,117.62,Other,2.0,2.0,1.0,0.0,Nevada
1100.0,Apartment,0.0,668.44,84.36,Other,2.0,2.0,1.0,0.0,Nevada
3500.0,House,3.0,566.56,235.32,Other,5.0,3.0,1.0,0.0,Nevada
2400.0,House,2.0,323.75,189.43,Other,5.0,3.0,1.0,0.0,Nevada
1850.0,House,2.0,445.15,120.12,Other,3.0,2.0,1.0,0.0,Nevada
25000.0,House,4.0,1740.15,857.22,Other,5.0,6.0,1.0,0.0,Nevada
2995.0,House,2.0,526.09,280.75,Other,5.0,4.0,1.0,0.0,Nevada
3700.0,House,2.0,445.15,154.96,Other,4.0,3.0,1.0,0.0,Nevada
1995.0,House,0.0,668.44,133.04,Other,3.0,1.0,1.0,0.0,South Dakota
2595.0,House,0.0,485.62,188.59,Other,4.0,3.0,1.0,0.0,Pennsylvania
3800.0,Apartment,0.0,668.44,68.38,Other,1.0,1.0,1.0,0.0,New York
2700.0,House,2.0,202.34,132.76,Other,3.0,3.0,1.0,0.0,Nevada
1099.0,House,0.0,668.44,133.04,Other,2.0,1.0,1.0,0.0,Pennsylvania
2250.0,House,2.0,485.62,164.07,Other,4.0,2.0,1.0,0.0,Nevada
2250.0,Townhouse,0.0,668.44,69.68,Other,1.0,1.0,1.0,0.0,South Dakota
1775.0,House,0.0,465.39,96.15,Other,3.0,1.0,1.0,0.0,Minnesota
15000.0,House,2.0,668.44,232.26,Other,4.0,5.0,1.0,0.0,California
20000.0,House,1.0,668.44,390.19,Mediterranean,5.0,7.0,1.0,0.0,California
3950.0,Townhouse,1.0,668.44,83.61,Contemporary,2.0,2.0,1.0,0.0,California
2199.0,House,0.0,922.68,138.98,Other,3.0,2.0,1.0,0.0,Minnesota
2085.0,House,0.0,1092.65,125.98,Other,3.0,2.0,1.0,0.0,Minnesota
1600.0,House,0.0,4653.89,80.27,Other,2.0,1.0,1.0,0.0,Minnesota
2780.0,House,0.0,1485.2,166.11,Other,3.0,2.0,1.0,0.0,Minnesota
2100.0,Townhouse,0.0,668.44,120.77,Contemporary,3.0,3.0,1.0,0.0,Ohio
1880.0,House,0.0,631.31,122.82,Other,3.0,1.0,1.0,0.0,Minnesota
3000.0,Apartment,0.0,668.44,133.04,Other,1.0,1.0,1.0,0.0,Florida
2450.0,Townhouse,1.0,668.44,111.76,Other,2.0,3.0,1.0,0.0,Florida
2200.0,Apartment,0.0,668.44,103.68,Other,2.0,2.0,1.0,0.0,Florida
3500.0,Apartment,1.0,668.44,123.56,Other,2.0,2.0,1.0,0.0,Florida
15000.0,House,3.0,668.44,330.55,Other,5.0,5.0,1.0,0.0,Florida
950.0,Other,0.0,3853.42,133.04,Other,3.0,2.0,1.0,0.0,Florida
1850.0,Apartment,0.0,668.44,85.47,Other,2.0,2.0,1.0,0.0,Florida
1800.0,Apartment,0.0,668.44,76.92,Other,2.0,2.0,1.0,0.0,Florida
3500.0,Apartment,0.0,668.44,139.35,Other,2.0,2.0,1.0,0.0,Florida
2500.0,Apartment,1.0,668.44,119.38,Other,3.0,3.0,1.0,0.0,Florida
3300.0,Apartment,0.0,668.44,72.0,High Rise,1.0,1.0,1.0,0.0,Florida
2200.0,Apartment,0.0,668.44,84.54,Other,2.0,2.0,1.0,0.0,Florida
3300.0,House,0.0,668.44,130.06,Other,4.0,2.0,1.0,0.0,Florida
2700.0,Apartment,1.0,668.44,120.77,Other,3.0,2.0,1.0,0.0,Florida
1750.0,Apartment,0.0,668.44,76.18,Other,2.0,1.0,1.0,0.0,Florida
1900.0,Apartment,0.0,668.44,37.16,Other,3.0,1.0,1.0,0.0,Florida
4500.0,Apartment,0.0,668.44,118.36,Other,2.0,3.0,1.0,0.0,Florida
6000.0,Apartment,0.0,668.44,156.08,Other,3.0,3.0,1.0,0.0,Florida
2200.0,Apartment,0.0,668.44,74.32,Other,2.0,1.0,1.0,0.0,Florida
3500.0,House,0.0,668.44,191.29,Other,4.0,2.0,1.0,0.0,Florida
2000.0,Apartment,0.0,668.44,86.68,High Rise,2.0,2.0,1.0,0.0,Florida
2100.0,Townhouse,0.0,668.44,65.78,Other,1.0,1.0,1.0,0.0,Florida
3000.0,Apartment,0.0,668.44,99.87,Other,1.0,2.0,1.0,0.0,Florida
1900.0,Apartment,0.0,668.44,42.27,Other,3.0,1.0,1.0,0.0,Florida
2500.0,Townhouse,0.0,668.44,201.14,Other,2.0,2.0,1.0,0.0,Florida
1650.0,Apartment,0.0,668.44,65.31,Other,1.0,2.0,1.0,0.0,Florida
2250.0,Apartment,0.0,668.44,84.82,High Rise,1.0,2.0,1.0,0.0,Florida
2300.0,Apartment,0.0,668.44,92.35,Other,3.0,2.0,1.0,0.0,Florida
3500.0,House,0.0,668.44,163.32,Other,4.0,2.0,1.0,0.0,Florida
4800.0,Apartment,0.0,668.44,129.88,High Rise,2.0,3.0,1.0,0.0,Florida
1300.0,Apartment,0.0,668.44,35.49,Other,1.0,1.0,1.0,0.0,Florida
2200.0,Apartment,0.0,668.44,83.43,Other,2.0,2.0,1.0,0.0,Florida
1900.0,Apartment,0.0,668.44,60.39,Other,1.0,1.0,1.0,0.0,Florida
2100.0,Townhouse,0.0,668.44,120.77,Other,3.0,2.0,1.0,0.0,New Hampshire
2250.0,Apartment,0.0,668.44,54.63,Other,1.0,1.0,1.0,0.0,Florida
2000.0,Apartment,0.0,668.44,46.54,Other,1.0,1.0,1.0,0.0,Florida
3600.0,House,0.0,668.44,116.13,Other,3.0,2.0,1.0,0.0,Florida
1885.0,Apartment,0.0,668.44,91.42,Other,2.0,1.0,1.0,0.0,New Hampshire
2500.0,House,0.0,23067.1,148.64,Other,2.0,1.0,1.0,1.0,New Hampshire
2500.0,Apartment,0.0,668.44,132.67,Other,3.0,2.0,1.0,0.0,Florida
2695.0,House,0.0,668.44,151.43,Other,3.0,2.0,1.0,0.0,Florida
1900.0,Apartment,0.0,668.44,50.35,Other,1.0,1.0,1.0,0.0,Florida
995.0,Apartment,0.0,687.97,66.24,Other,1.0,1.0,1.0,0.0,Florida
628000.0,Other,0.0,647.5,133.04,Other,3.0,2.0,1.0,0.0,Iowa
3000.0,Apartment,0.0,668.44,94.2,Other,2.0,2.0,1.0,0.0,Florida
2550.0,Apartment,0.0,668.44,44.78,High Rise,3.0,1.0,1.0,0.0,Florida
1850.0,House,0.0,1805.71,127.09,Other,3.0,2.0,1.0,0.0,Virginia
8800.0,House,2.0,510.97,285.58,Modern,4.0,4.0,1.0,0.0,California
3250.0,Townhouse,0.0,668.44,148.83,Other,3.0,3.0,1.0,0.0,Florida
3690.0,House,3.0,605.82,195.28,Other,4.0,3.0,1.0,0.0,Pennsylvania
3100.0,Apartment,0.0,668.44,128.21,Other,3.0,3.0,1.0,0.0,Florida
4950.0,House,2.0,393.63,223.25,Contemporary,3.0,4.0,1.0,0.0,Pennsylvania
2150.0,House,0.0,445.15,147.16,Other,3.0,2.0,1.0,0.0,Texas
2400.0,House,0.0,647.5,256.6,Other,4.0,3.0,1.0,0.0,Texas
2900.0,Townhouse,2.0,577.11,97.55,Other,3.0,2.0,1.0,0.0,California
13500.0,House,3.0,1075.72,471.02,Other,5.0,5.0,1.0,0.0,California
2250.0,Apartment,0.0,668.44,89.19,Other,2.0,2.0,1.0,0.0,Florida
30000.0,Apartment,0.0,668.44,259.85,High Rise,3.0,5.0,1.0,0.0,Florida
5500.0,Townhouse,2.0,4216.59,133.69,Other,2.0,3.0,1.0,0.0,California
2850.0,Apartment,0.0,668.44,112.41,Other,2.0,2.0,1.0,0.0,Florida
1850.0,Apartment,0.0,668.44,66.15,Other,1.0,1.0,1.0,0.0,Florida
3300.0,Apartment,2.0,668.44,117.15,Other,2.0,3.0,1.0,0.0,California
6500.0,House,2.0,661.38,148.74,Craftsman,3.0,2.0,1.0,0.0,California
2100.0,Townhouse,0.0,668.44,127.28,Other,2.0,3.0,1.0,0.0,Florida
2800.0,Townhouse,1.0,668.44,163.51,Other,3.0,2.0,1.0,0.0,Florida
3900.0,House,2.0,745.45,183.95,Other,4.0,3.0,1.0,0.0,California
5150.0,House,2.0,462.84,255.48,Other,5.0,4.0,1.0,0.0,California
1400.0,Apartment,1.0,80.94,58.71,Other,1.0,1.0,1.0,0.0,Texas
1950.0,House,0.0,481.58,160.82,Other,4.0,2.0,1.0,0.0,Texas
1500.0,Other,5.0,1173.59,113.34,New Traditional,3.0,2.0,1.0,0.0,Arkansas
2300.0,House,0.0,566.56,178.0,Other,4.0,2.0,1.0,0.0,Florida
2800.0,House,0.0,849.84,133.04,Colonial,3.0,1.0,1.0,0.0,New York
3950.0,Townhouse,0.0,668.44,166.3,Other,4.0,3.0,1.0,0.0,Florida
3275.0,House,0.0,668.44,157.01,Other,3.0,3.0,1.0,0.0,Florida
4700.0,Apartment,1.0,92.9,109.07,Other,2.0,3.0,1.0,0.0,California
6000.0,Townhouse,1.0,566.99,148.64,Modern,3.0,3.0,1.0,2.0,Pennsylvania
1750.0,Apartment,2.0,1208.48,65.03,New Traditional,1.0,1.0,1.0,0.0,California
3200.0,Apartment,0.0,668.44,58.34,High Rise,1.0,1.0,1.0,0.0,Florida
7900.0,House,2.0,668.44,161.28,Modern,2.0,2.0,1.0,0.0,Pennsylvania
1700.0,Townhouse,0.0,668.44,133.04,Other,3.0,3.0,1.0,0.0,Texas
6000.0,House,0.0,668.44,192.5,Other,5.0,3.0,1.0,0.0,Florida
3000.0,Apartment,0.0,668.44,126.63,Other,3.0,2.0,1.0,0.0,Florida
1700.0,Apartment,0.0,668.44,80.83,Other,2.0,2.0,1.0,0.0,Florida
8750.0,Other,0.0,668.44,325.16,Other,3.0,2.0,1.0,0.0,California
1700.0,House,0.0,809.37,91.51,Bungalow,2.0,1.0,1.0,1.0,New York
3400.0,Apartment,2.0,668.44,123.1,Cape Cod,3.0,2.0,1.0,0.0,California
1450.0,Townhouse,0.0,857.93,123.0,Other,3.0,3.0,1.0,0.0,Texas
1795.0,House,0.0,1023.86,115.66,Other,3.0,2.0,1.0,0.0,Texas
2400.0,Apartment,0.0,613.16,32.52,Other,3.0,1.0,1.0,0.0,California
1750.0,House,0.0,809.37,63.64,Other,2.0,1.0,1.0,1.0,New York
2000.0,Apartment,0.0,668.44,74.79,Other,1.0,2.0,1.0,0.0,Florida
7500.0,Townhouse,2.0,337.52,246.01,Other,5.0,3.0,1.0,0.0,California
3300.0,Townhouse,2.0,181.16,113.62,Bungalow,3.0,2.0,1.0,0.0,California
1850.0,House,0.0,530.14,133.04,Other,3.0,2.0,1.0,0.0,Alabama
2195.0,Townhouse,1.0,603.87,55.74,Other,1.0,1.0,1.0,0.0,California
2300.0,Apartment,0.0,668.44,87.33,Other,2.0,2.0,1.0,0.0,Florida
1650.0,Apartment,0.0,668.44,76.74,Other,1.0,1.0,1.0,0.0,Florida
3000.0,Townhouse,0.0,668.44,100.34,Other,2.0,2.0,1.0,0.0,Florida
2000.0,Apartment,0.0,668.44,76.18,Other,2.0,2.0,1.0,0.0,Florida
2500.0,Other,0.0,668.44,133.04,Other,3.0,2.0,1.0,0.0,Florida
3500.0,Townhouse,0.0,668.44,162.58,Other,4.0,2.0,1.0,0.0,Florida
1375.0,Apartment,1.0,668.44,94.76,New Traditional,2.0,1.0,1.0,0.0,Missouri
1300.0,House,0.0,557.25,71.35,Ranch,2.0,1.0,1.0,0.0,Alabama
1500.0,Apartment,2.0,668.44,101.26,Other,2.0,2.0,1.0,0.0,Other
680.0,Other,0.0,1740.15,60.2,Ranch,1.0,1.0,1.0,0.0,Florida
3000.0,Apartment,3.0,668.44,86.59,Other,1.0,2.0,1.0,0.0,New Jersey
2980.0,Apartment,0.0,668.44,133.04,Contemporary,2.0,1.0,1.0,0.0,New Jersey
2200.0,Apartment,0.0,668.44,83.61,Other,1.0,1.0,1.0,0.0,New Jersey
1750.0,Apartment,0.0,668.44,111.48,Other,1.0,1.0,1.0,0.0,New Jersey
2800.0,Apartment,0.0,668.44,111.48,Other,3.0,1.0,1.0,0.0,New Jersey
2000.0,Apartment,0.0,668.44,133.04,Other,1.0,1.0,1.0,0.0,New Jersey
3400.0,Apartment,1.0,668.44,69.68,Other,1.0,1.0,1.0,0.0,New Jersey
2900.0,Apartment,0.0,668.44,133.78,Other,3.0,2.0,1.0,0.0,New Jersey
2700.0,Other,0.0,668.44,133.04,Other,3.0,2.0,1.0,0.0,New Jersey
2300.0,Apartment,3.0,668.44,133.04,Other,2.0,1.0,1.0,0.0,New Jersey
1500.0,House,0.0,668.44,159.79,Other,4.0,2.0,1.0,0.0,Texas
1595.0,House,1.0,668.44,116.04,Other,3.0,2.0,1.0,0.0,Texas
1050.0,Townhouse,0.0,668.44,107.02,Other,2.0,2.0,1.0,0.0,Texas
1750.0,House,0.0,668.44,132.67,Other,4.0,2.0,1.0,0.0,Texas
2000.0,House,0.0,668.44,125.98,Other,4.0,2.0,1.0,0.0,Oklahoma
1200.0,Townhouse,2.0,1537.81,78.97,Craftsman,1.0,1.0,1.0,0.0,Michigan
2200.0,Apartment,0.0,227474.0,188.04,Colonial,3.0,4.0,1.0,0.0,Michigan
1400.0,Townhouse,2.0,1537.81,106.84,Craftsman,2.0,1.0,1.0,0.0,Michigan
4800.0,Apartment,2.0,668.44,343.74,Contemporary,3.0,4.0,1.0,0.0,Michigan
12.0,Other,0.0,5463.26,334.45,Other,3.0,2.0,1.0,0.0,Michigan
1400.0,Apartment,0.0,668.44,93.92,Other,2.0,1.0,1.0,0.0,New York
